id,author/disease,gene,n_articles
4161,Klein Gunnewiek TM/Developmental disorder of mental health,somatostatin,2
7370,Schoenmaker C/Developmental disorder of mental health,somatostatin,2
6156,Oudakker A/Developmental disorder of mental health,somatostatin,2
252,Anania A/Developmental disorder of mental health,somatostatin,2
3702,Jansen S/Developmental disorder of mental health,somatostatin,2
4643,Lesch KP/Developmental disorder of mental health,somatostatin,2
2496,Frega M/Developmental disorder of mental health,somatostatin,2
9537,van Bokhoven H/Developmental disorder of mental health,somatostatin,2
7394,Schubert D/Developmental disorder of mental health,somatostatin,2
5784,Nadif Kasri N/Developmental disorder of mental health,somatostatin,2
4072,Kieling C/Developmental disorder of mental health,C-reactive protein,4
7006,Rohde LA/Developmental disorder of mental health,C-reactive protein,3
1737,Davies W/Developmental disorder of mental health,steroid sulfatase,6
8031,Sun W/Developmental disorder of mental health,tumor necrosis factor,2
1324,Chen L/Developmental disorder of mental health,tumor necrosis factor,2
9055,Xu L/Developmental disorder of mental health,tumor necrosis factor,3
3516,Hui L/Developmental disorder of mental health,tumor necrosis factor,2
4823,Liu X/Developmental disorder of mental health,tumor necrosis factor,6
8740,Wang J/Developmental disorder of mental health,tumor necrosis factor,7
9351,Zhang T/Developmental disorder of mental health,tumor necrosis factor,2
495,Baker EH/Developmental disorder of mental health,neurofilament light chain,3
4132,Kirov G/Developmental disorder of mental health,steroid sulfatase,2
1737,Davies W/Developmental disorder of mental health,steroid sulfatase,6
8022,Sun H/Developmental disorder of mental health,DDHD domain containing 2,2
4709,Li Y/Developmental disorder of mental health,DDHD domain containing 2,3
3319,Hill MN/Developmental disorder of mental health,fatty acid amide hydrolase,2
9247,Yu Z/Developmental disorder of mental health,aggrecan,2
1328,Chen N/Developmental disorder of mental health,aggrecan,2
3463,Hu D/Developmental disorder of mental health,aggrecan,2
1335,Chen W/Developmental disorder of mental health,aggrecan,3
9258,Yuan Y/Developmental disorder of mental health,aggrecan,2
5397,Meng S/Developmental disorder of mental health,aggrecan,2
9352,Zhang W/Developmental disorder of mental health,aggrecan,4
4890,Lu L/Developmental disorder of mental health,aggrecan,6
3137,Han Y/Developmental disorder of mental health,aggrecan,2
7586,Shi J/Developmental disorder of mental health,aggrecan,3
9247,Yu Z/Developmental disorder of mental health,neurocan,2
1328,Chen N/Developmental disorder of mental health,neurocan,2
3463,Hu D/Developmental disorder of mental health,neurocan,2
1335,Chen W/Developmental disorder of mental health,neurocan,3
9258,Yuan Y/Developmental disorder of mental health,neurocan,2
5397,Meng S/Developmental disorder of mental health,neurocan,2
9352,Zhang W/Developmental disorder of mental health,neurocan,4
4890,Lu L/Developmental disorder of mental health,neurocan,6
3137,Han Y/Developmental disorder of mental health,neurocan,2
7586,Shi J/Developmental disorder of mental health,neurocan,3
3038,Guo Y/Developmental disorder of mental health,pericentrin,2
4823,Liu X/Developmental disorder of mental health,pericentrin,6
1504,Cohen-Woods S/Developmental disorder of mental health,transferrin receptor,2
7888,Stacey D/Developmental disorder of mental health,transferrin receptor,2
614,Baune BT/Developmental disorder of mental health,transferrin receptor,5
6896,Ribases M/Developmental disorder of mental health,adhesion G protein-coupled receptor L3,2
7217,Sanchez-Mora C/Developmental disorder of mental health,adhesion G protein-coupled receptor L3,2
7006,Rohde LA/Developmental disorder of mental health,adhesion G protein-coupled receptor L3,3
3532,Hutz MH/Developmental disorder of mental health,adhesion G protein-coupled receptor L3,2
8660,Vles JSH/Developmental disorder of mental health,dystrophin,2
3279,Hendriksen JGM/Developmental disorder of mental health,dystrophin,2
5947,Nishitani S/Developmental disorder of mental health,oxytocin receptor,3
7496,Serretti A/Developmental disorder of mental health,prolactin,2
2219,Fabbri C/Developmental disorder of mental health,prolactin,3
4771,Lindgren M/Developmental disorder of mental health,C-reactive protein,3
9209,Yolken RH/Developmental disorder of mental health,C-reactive protein,7
8052,Suvisaari J/Developmental disorder of mental health,C-reactive protein,3
3319,Hill MN/Developmental disorder of mental health,fatty acid amide hydrolase,2
431,Ayub M/Developmental disorder of mental health,zinc finger protein 292,2
8557,Vasli N/Developmental disorder of mental health,zinc finger protein 292,2
9135,Yang S/Developmental disorder of mental health,zinc finger protein 292,2
6983,Rodan LH/Developmental disorder of mental health,zinc finger protein 292,2
8634,Vincent JB/Developmental disorder of mental health,zinc finger protein 292,3
5291,McElroy SL/Developmental disorder of mental health,C-reactive protein,2
3821,Jones-Brando L/Developmental disorder of mental health,C-reactive protein,2
769,Biernacka JM/Developmental disorder of mental health,C-reactive protein,2
9208,Yolken R/Developmental disorder of mental health,C-reactive protein,2
6370,Pedersen MG/Developmental disorder of mental health,C-reactive protein,2
6368,Pedersen CB/Developmental disorder of mental health,C-reactive protein,2
8850,Werge T/Developmental disorder of mental health,C-reactive protein,2
5668,Mortensen PB/Developmental disorder of mental health,C-reactive protein,3
9208,Yolken R/Developmental disorder of mental health,C-reactive protein,2
63,Ago Y/Developmental disorder of mental health,parvalbumin,3
3194,Hashimoto H/Developmental disorder of mental health,parvalbumin,3
2023,Du X/Developmental disorder of mental health,parvalbumin,3
3320,Hill RA/Developmental disorder of mental health,parvalbumin,3
8962,Wood J/Developmental disorder of mental health,neuroligin 3,2
6563,Poon LC/Developmental disorder of mental health,insulin,2
7571,Shennan A/Developmental disorder of mental health,insulin,2
3539,Hyett JA/Developmental disorder of mental health,insulin,2
3932,Kapur A/Developmental disorder of mental health,insulin,2
3068,Hadar E/Developmental disorder of mental health,insulin,2
1944,Divakar H/Developmental disorder of mental health,insulin,2
5267,McAuliffe F/Developmental disorder of mental health,insulin,2
9483,da Silva Costa F/Developmental disorder of mental health,insulin,2
9573,von Dadelszen P/Developmental disorder of mental health,insulin,2
5305,McIntyre HD/Developmental disorder of mental health,insulin,2
4073,Kihara AB/Developmental disorder of mental health,insulin,2
1897,Di Renzo GC/Developmental disorder of mental health,insulin,2
7022,Romero R/Developmental disorder of mental health,insulin,2
1659,D'Alton M/Developmental disorder of mental health,insulin,2
703,Berghella V/Developmental disorder of mental health,insulin,2
5905,Nicolaides KH/Developmental disorder of mental health,insulin,2
3357,Hod M/Developmental disorder of mental health,insulin,2
6563,Poon LC/Developmental disorder of mental health,placental growth factor,2
7571,Shennan A/Developmental disorder of mental health,placental growth factor,2
3539,Hyett JA/Developmental disorder of mental health,placental growth factor,2
3932,Kapur A/Developmental disorder of mental health,placental growth factor,2
3068,Hadar E/Developmental disorder of mental health,placental growth factor,2
1944,Divakar H/Developmental disorder of mental health,placental growth factor,2
5267,McAuliffe F/Developmental disorder of mental health,placental growth factor,2
9483,da Silva Costa F/Developmental disorder of mental health,placental growth factor,2
9573,von Dadelszen P/Developmental disorder of mental health,placental growth factor,2
5305,McIntyre HD/Developmental disorder of mental health,placental growth factor,2
4073,Kihara AB/Developmental disorder of mental health,placental growth factor,2
1897,Di Renzo GC/Developmental disorder of mental health,placental growth factor,2
7022,Romero R/Developmental disorder of mental health,placental growth factor,2
1659,D'Alton M/Developmental disorder of mental health,placental growth factor,2
703,Berghella V/Developmental disorder of mental health,placental growth factor,2
5905,Nicolaides KH/Developmental disorder of mental health,placental growth factor,2
3357,Hod M/Developmental disorder of mental health,placental growth factor,2
8029,Sun Q/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
9251,Yuan F/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
9254,Yuan R/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
6862,Ren D/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
9422,Zhu Y/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
753,Bi Y/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
3466,Hu J/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,3
3039,Guo Z/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
9050,Xu F/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
5954,Niu W/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
4954,Ma G/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
8999,Wu X/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
9123,Yang F/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
8743,Wang L/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,3
4706,Li X/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,5
9244,Yu T/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
3245,He L/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,3
3243,He G/Developmental disorder of mental health,glutamate ionotropic receptor AMPA type subunit 1,2
8029,Sun Q/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
9251,Yuan F/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
9254,Yuan R/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
6862,Ren D/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
9422,Zhu Y/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
753,Bi Y/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
3466,Hu J/Developmental disorder of mental health,glutamate metabotropic receptor 7,3
3039,Guo Z/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
9050,Xu F/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
5954,Niu W/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
4954,Ma G/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
8999,Wu X/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
9123,Yang F/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
8743,Wang L/Developmental disorder of mental health,glutamate metabotropic receptor 7,3
4706,Li X/Developmental disorder of mental health,glutamate metabotropic receptor 7,5
9244,Yu T/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
3245,He L/Developmental disorder of mental health,glutamate metabotropic receptor 7,3
3243,He G/Developmental disorder of mental health,glutamate metabotropic receptor 7,2
938,Breen G/Developmental disorder of mental health,insulin,12
2450,Forstner AJ/Developmental disorder of mental health,insulin,3
6932,Ripke S/Developmental disorder of mental health,insulin,2
8759,Wang Y/Developmental disorder of mental health,insulin,7
1507,Coleman JRI/Developmental disorder of mental health,insulin,3
6368,Pedersen CB/Developmental disorder of mental health,insulin,2
1314,Chen D/Developmental disorder of mental health,insulin,2
1688,Dale AM/Developmental disorder of mental health,insulin,2
9496,de Jong S/Developmental disorder of mental health,insulin,2
6370,Pedersen MG/Developmental disorder of mental health,insulin,2
2831,Goldstein J/Developmental disorder of mental health,insulin,2
4030,Kennedy JL/Developmental disorder of mental health,insulin,4
5011,Maier W/Developmental disorder of mental health,insulin,5
5298,McGuffin P/Developmental disorder of mental health,insulin,5
5720,Mullins N/Developmental disorder of mental health,insulin,3
6902,Rice JP/Developmental disorder of mental health,insulin,2
6944,Rivera M/Developmental disorder of mental health,insulin,3
7217,Sanchez-Mora C/Developmental disorder of mental health,insulin,2
7967,Streit F/Developmental disorder of mental health,insulin,3
7970,Strohmaier J/Developmental disorder of mental health,insulin,3
8944,Witt SH/Developmental disorder of mental health,insulin,2
9230,Young AH/Developmental disorder of mental health,insulin,2
145,Alda M/Developmental disorder of mental health,insulin,2
614,Baune BT/Developmental disorder of mental health,insulin,5
769,Biernacka JM/Developmental disorder of mental health,insulin,2
1591,Craddock N/Developmental disorder of mental health,insulin,3
1709,Dannlowski U/Developmental disorder of mental health,insulin,2
3214,Hauser J/Developmental disorder of mental health,insulin,4
3815,Jones I/Developmental disorder of mental health,insulin,2
4132,Kirov G/Developmental disorder of mental health,insulin,2
4668,Lewis CM/Developmental disorder of mental health,insulin,6
5291,McElroy SL/Developmental disorder of mental health,insulin,2
5667,Mors O/Developmental disorder of mental health,insulin,5
5668,Mortensen PB/Developmental disorder of mental health,insulin,3
5858,Neale BM/Developmental disorder of mental health,insulin,2
5932,Nimgaonkar V/Developmental disorder of mental health,insulin,2
5979,Nothen MM/Developmental disorder of mental health,insulin,2
6008,O'Donovan MC/Developmental disorder of mental health,insulin,2
6165,Owen MJ/Developmental disorder of mental health,insulin,2
6896,Ribases M/Developmental disorder of mental health,insulin,2
6918,Rietschel M/Developmental disorder of mental health,insulin,8
7496,Serretti A/Developmental disorder of mental health,insulin,2
7906,Stefansson K/Developmental disorder of mental health,insulin,2
8014,Sullivan PF/Developmental disorder of mental health,insulin,2
8634,Vincent JB/Developmental disorder of mental health,insulin,3
8850,Werge T/Developmental disorder of mental health,insulin,2
8967,Wray NR/Developmental disorder of mental health,insulin,3
270,Andreassen OA/Developmental disorder of mental health,insulin,2
1926,Dima D/Developmental disorder of mental health,prolactin,2
3815,Jones I/Developmental disorder of mental health,prolactin,2
1591,Craddock N/Developmental disorder of mental health,prolactin,3
6165,Owen MJ/Developmental disorder of mental health,prolactin,2
